1.7660 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.7993 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8046 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8088 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8190 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8245 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8673 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8837 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.8954 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
12.9119 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.3481 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.3527 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.3652 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.3712 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.3755 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.3798 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.3898 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.3951 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.4036 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.4064 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.4469 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.4700 	DATA 	Mouse: wheel shift=(0,-2), pos=(823,663)
13.4976 	DATA 	Mouse: wheel shift=(0,-2), pos=(823,663)
13.5030 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.5220 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.5328 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.5537 	DATA 	Mouse: wheel shift=(0,-1), pos=(823,663)
13.5724 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.5820 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6010 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6200 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6307 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6524 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6668 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6802 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.6957 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7157 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7282 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7469 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7576 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7740 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.7976 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.8071 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
13.8262 	DATA 	Mouse: wheel shift=(0,0), pos=(823,663)
15.1883 	DATA 	Keypress: escape
15.4459 	EXP 	window1: mouseVisible = True
